cD disk - LS-1971,,cD hexagonal - LS-1971,,cD branched - LS-1971,,cD stellarplate - LS-1971,,cD dendrite - LS-1971,,cD stellar - LS-1971,,Be disk - LS-1971,,Be hexagonal - LS-1971,,Be branched - LS-1971,,Be stellarplate - LS-1971,,Be dendrite - LS-1971,,Be stellar - LS-1971,
10.06955947,4.013530633,8.626214325,5.00354731,8.363387107,5.541898249,4.504237598,12.31108505,5.423124362,16.44768784,4.791785646,23.42936669,5.724876774,17.99757803,6.28174466,22.06426819,6.449152072,25.67108337,5.33986824,28.83448489,3.813905979,28.13135542,4.663791134,48.43827578
10.54793729,3.878523497,9.036022682,4.898919966,8.760709246,5.397689347,4.718221872,11.92813853,5.680762487,15.72891293,5.019430558,22.58207766,5.904786352,19.08658118,6.529468574,23.21559571,6.734663196,27.44470518,5.507678565,30.10282744,4.10494323,30.29862692,4.828996532,50.5680989
11.04904156,3.767725611,9.465299937,4.746534993,9.176907096,5.243493409,4.942371966,11.58738708,5.950640309,15.12047929,5.25789027,21.87964338,6.137644716,19.79555626,6.839666151,24.58652214,7.032814215,28.91402518,5.751509612,31.79755827,4.250352568,31.71373527,5.034985855,52.91448498
11.57395196,3.660092891,9.838569032,4.671822104,9.612877393,5.09370239,5.177170831,11.16834604,6.233339305,14.65014422,5.680762487,20.4873123,6.379685972,20.71977423,7.054609021,25.90418508,7.389754616,30.86239351,6.043419235,33.71891386,4.400912738,33.23839882,5.217374449,55.76381642
12.12379944,3.555534918,10.54793729,4.490661342,10.06955947,4.961156248,5.423124362,10.8492996,6.529468574,14.1573427,6.043419235,19.43751702,6.631272253,21.51755067,7.361227871,27.14865707,7.651521775,32.51586397,6.233339305,35.29434822,4.574465053,34.69931532,5.423124362,58.21478526
12.69976871,3.453963855,11.13484353,4.333787571,10.54793729,4.794272884,5.680762487,10.53936736,6.839666151,13.7169668,6.42922779,18.8810032,6.919491354,22.58080917,7.740822081,28.90223816,7.953263571,33.81203908,6.449152072,36.83671514,4.791785646,36.50874711,5.680762487,61.49135602
13.30310073,3.372901236,11.75440629,4.193353093,11.04904156,4.669518368,5.950640309,10.18484414,7.164600385,13.22091261,6.734663196,18.29369392,7.220237501,23.7586995,8.046085482,30.77060391,8.234991899,35.7168832,6.700021666,38.76910738,4.942371966,38.21452966,5.927668992,64.69895027
13.93509544,3.267984343,12.31282668,4.073561461,11.57395196,4.53612411,6.233339305,9.868036109,7.504971375,12.7427975,7.054609021,17.67833068,7.44714018,24.60981011,8.298941202,31.99826014,8.599564135,37.72767449,6.946306251,40.84596073,5.113488428,39.88450883,6.201276468,68.25148987
14.59711454,3.182946254,12.89777612,3.957191921,12.12379944,4.418087032,6.529468574,9.611254301,7.86151248,12.37877365,7.389754616,17.12843153,7.621984528,25.76049077,8.559743148,33.40576767,9.001140832,40.3233379,7.24821787,42.97662229,5.312401208,41.97678321,6.42922779,71.90770857
15.29058438,3.10012099,13.51051495,3.844146712,12.69976871,4.303121463,6.839666151,9.312288256,8.234991899,11.96237649,7.740822081,16.55226538,7.953263571,27.13973143,8.8515355,34.69275523,9.392363002,42.761126,7.592561303,45.75331265,5.529022306,44.0514878,6.713856844,75.24376879
16.01699912,3.01155975,14.15236335,3.744115972,13.30310073,4.180194076,7.164600385,9.046263865,8.626214325,11.59027684,8.108567822,15.95367673,8.331101839,28.83655903,9.176907096,36.36043832,9.76275579,44.81616499,7.959418247,48.51841811,5.724876774,46.35088445,7.054609021,79.81122836
16.77792389,2.94088011,14.82470426,3.627652137,13.93509544,4.082087235,7.504971375,8.764872317,9.036022682,11.22975165,8.493784178,15.49792761,8.726890191,30.28078201,9.465299937,37.41738767,10.1870805,47.15392566,8.363387107,51.65248074,5.950640309,48.57844214,7.276306671,83.43097818
17.57499815,2.856867908,15.52898629,3.514811006,14.59711454,3.97586491,7.86151248,8.536796564,9.465299937,10.85200529,8.897301133,15.01585171,9.036022682,31.98668829,9.687526745,39.21819327,10.67104144,50.00384171,8.670814966,53.85282702,6.209276682,50.91221602,7.621984528,88.40399745
18.40993928,2.782527715,16.26672687,3.387702968,15.29058438,3.882553562,8.234991899,8.292925665,9.914971005,10.51444465,9.319988099,14.54877117,9.465299937,33.78703243,10.06955947,41.42691884,11.04904156,52.82087159,9.036022682,57.63433502,6.449152072,53.69533808,7.922561507,93.09002718
19.28454622,2.710121971,17.03951553,3.299549612,16.01699912,3.771640549,8.626214325,8.077130706,10.38600474,10.21407823,9.76275579,14.17018928,9.76275579,35.22709993,10.54793729,44.10348391,11.52927292,55.79476773,9.428760943,60.40316621,6.734663196,56.80740653,8.234991899,97.5638017
20.2007034,2.646516909,17.84901731,3.22211101,16.77792389,3.683122234,9.036022682,7.82588485,10.87941603,9.896360846,10.22655819,13.72941378,10.1007652,36.76652809,10.96390076,46.22303472,11.98393587,58.93706777,9.76275579,63.80605523,7.027376042,59.53651097,8.581843099,102.5193892
21.16038476,2.584404622,18.69697635,3.138266617,17.57499815,3.587281605,9.465299937,7.602322585,11.39626797,9.588526326,10.7123946,13.30234897,10.46665786,38.74632672,11.39626797,48.82626527,12.50480112,62.01142183,10.19496383,67.18689654,7.276306671,62.89057586,8.897301133,107.588184
22.16565801,2.523750077,19.58521966,3.04861567,18.40993928,3.521472508,9.914971005,7.404498203,11.93767416,9.314610634,11.2213118,12.85488458,10.87941603,40.66158867,11.75440629,51.30856192,12.83143298,64.23427219,10.54793729,71.19541038,7.592561303,66.69268911,9.176907096,112.3206656
23.2186891,2.46451906,20.51566103,2.984867184,19.28454622,3.438825498,10.38600474,7.192973702,12.50480112,9.001285779,11.75440629,12.52038028,11.39626797,43.51586316,12.26529535,54.05567009,13.30310073,68.03041446,11.01490619,75.20357397,7.953263571,70.86244282,9.575768705,119.1111248
24.32174688,2.406678162,21.49030518,2.892020413,20.2007034,3.358118168,10.87941603,6.987491827,13.09887075,8.744145804,12.31282668,12.13092345,11.93767416,45.84498923,12.69976871,57.55100874,13.72116304,71.11585852,11.53819491,80.31423774,8.363387107,75.29165956,10.06955947,126.3079548
25.47720798,2.350194758,22.51125207,2.802061717,21.16038476,3.287897789,11.75440629,6.698761904,13.72116304,8.494351553,12.89777612,11.75358101,12.44047935,48.93596504,13.16659664,59.37782306,14.29908734,74.72806771,11.97466921,84.43932501,8.726890191,78.90877244,10.54793729,133.9418275
26.68756195,2.295036989,23.39899516,2.729237409,22.16565801,3.202341521,12.26529535,6.477771902,14.37301878,8.251693182,13.51051495,11.38797611,12.89777612,51.35547188,13.72116304,63.05035813,14.74844946,78.32196789,12.46616826,89.05433179,9.036022682,83.02764733,10.91313152,139.6123061
27.9554166,2.241173742,24.70095742,2.67207946,23.2186891,3.135378531,12.89777612,6.371324372,15.05584244,7.995017415,14.15236335,11.06265549,13.30310073,53.75493158,14.29908734,66.95004054,15.29058438,82.03322478,12.89777612,94.36750356,9.319988099,87.36295532,11.39626797,147.7039407
29.28350362,2.188574635,25.8744338,2.616204586,24.32174688,3.053791054,13.51051495,6.189314576,15.77110522,7.807378783,14.82470426,10.71854241,13.72116304,56.34016982,14.71046927,69.71306836,15.77110522,86.03471948,13.45836017,99.68053884,9.732594322,92.28132034,11.75440629,153.9993632
30.67468451,2.13721,27.10365891,2.541467398,25.47720798,2.997768903,14.15236335,6.059892087,16.52034822,7.564523785,15.52898629,10.41234552,14.04330923,58.43678027,15.29058438,73.63923181,16.26672687,89.93672884,13.97828053,105.1295868,10.17395517,97.73157015,12.12379944,162.2526351
32.13195668,2.092519585,28.39128121,2.507935543,26.68756195,2.927412927,14.82470426,5.886778985,17.30518575,7.348427828,16.26672687,10.16797353,14.48463328,61.24718286,15.77110522,77.28181917,16.97373771,95.00030471,14.59711454,111.8063152,10.54793729,102.5636441,12.65074366,170.7162738
33.65845995,2.048763675,29.74007499,2.461927174,27.9554166,2.866198868,15.52898629,5.733595744,18.12730881,7.157210187,17.03951553,9.903386881,15.05584244,65.03605121,16.52034822,81.63156207,17.57499815,100.3522674,15.05584244,117.490478,10.87941603,107.0751113,13.25174664,181.034122
35.2574833,2.011178867,31.15294637,2.423095503,29.28350362,2.806264834,16.32976482,5.584306758,18.98848874,6.952749969,17.84901731,9.595333811,15.68998235,67.98270861,17.03951553,85.11085429,18.19755703,105.5904485,15.71022386,124.1053722,11.39626797,114.441501,13.77433625,191.981879
36.93247198,1.958844832,32.63293947,2.37242704,30.67468451,2.747584058,16.86467181,5.525400635,19.89058102,6.789572777,18.69697635,9.345648144,16.14138005,70.78835463,17.71147781,90.61278825,18.98848874,111.9740256,16.26672687,131.4405207,11.75440629,119.4754395,14.29908734,200.9462597
38.68703488,1.933000038,34.1832431,2.316747491,32.13195668,2.69717931,17.57499815,5.381739001,20.83552929,6.57837748,19.58521966,9.102459692,16.64863793,73.90212213,18.35306283,96.4716599,19.58521966,117.3591973,16.77792389,137.4018598,12.24949238,125.5439914,14.82470426,210.8815056
40.52495237,1.887633597,35.80719749,2.268302834,33.65845995,2.640779582,18.40993928,5.283010375,21.82536953,6.440819439,20.51566103,8.842429479,17.17183686,77.15285491,19.28454622,102.7032774,20.51566103,125.4330957,17.52070121,145.5938034,12.69976871,131.7511755,15.29058438,221.8927327
42.4501844,1.857860187,37.50830162,2.220871184,35.2574833,2.592334174,19.08666608,5.172766066,22.86223443,6.256824375,21.49030518,8.589827556,17.71147781,80.54657769,19.89058102,108.4909806,21.16038476,131.2936525,18.12730881,153.3143173,13.09887075,137.5465147,16.01699912,235.3036131
44.46687906,1.814257237,38.98746127,2.185913535,36.93247198,2.551445609,19.89058102,5.051474846,23.948358,6.109980171,22.51125207,8.366306742,18.26807747,83.76014827,20.75509769,115.0499123,21.82536953,137.2483306,18.98848874,163.8618011,13.72116304,147.0092294,16.52034822,244.6915324
46.57938148,1.790320116,40.83965122,2.151435393,38.68703488,2.498093265,20.77115913,4.951090217,25.0860804,5.982216615,23.58070141,8.169954156,18.8421688,87.10193082,21.32470694,121.5353914,22.86223443,146.6905313,19.58521966,171.5178458,14.15236335,153.4757247,17.03951553,258.1428042
48.79224323,1.752883388,43.78422093,2.117292195,40.52495237,2.439464399,21.82536953,4.829769056,26.27785294,5.811322471,24.70095742,7.936562854,19.28454622,91.53314802,21.99485569,127.3803983,23.39899516,153.1480437,20.2007034,179.766661,14.82470426,164.0343127,17.64310601,270.9074638
51.11023213,1.725235376,45.86429209,2.111342136,42.4501844,2.40727836,22.79160288,4.714011236,27.52624341,5.704713086,25.8744338,7.750296118,19.89058102,95.68453252,23.03977242,136.14372,24.32174688,161.1394059,20.83552929,188.6588744,15.29058438,171.2496904,18.26807747,282.819221
53.53834247,1.684745057,48.04318186,2.099906393,44.46687906,2.356940645,23.948358,4.593688466,28.83394156,5.541746393,27.10365891,7.56840096,20.77115913,101.3892755,23.7638187,142.1322741,25.0860804,168.6682533,21.49030518,196.1858063,15.95516854,180.8913108,18.98848874,297.5769074
57.84422875,1.636401651,50.32558486,2.072200447,46.57938148,2.313702295,25.16382257,4.523540217,30.20376496,5.454337115,28.39128121,7.352194244,21.32470694,107.1891604,24.70095742,149.9406906,25.8744338,176.318015,22.16565801,206.9706038,16.52034822,191.5827465,19.58521966,311.4804658
60.59225325,1.619042444,52.71641871,2.055590425,48.79224323,2.277208556,26.27785294,4.392074608,31.638665,5.312406691,29.74007499,7.217317388,21.82536953,110.1643951,25.60893434,156.3280207,27.10365891,188.448072,22.86223443,215.5099173,17.03951553,200.7965438,20.2007034,326.4605092
63.47082904,1.593505488,55.22083468,2.049813763,51.11023213,2.223763732,27.61154769,4.306934125,33.1417333,5.201320901,31.15294637,7.029511447,22.59848924,115.9147489,26.68756195,164.9145109,27.81162048,195.2031479,23.58070141,225.8744451,17.64310601,210.7255423,20.83552929,342.1609886
66.48615827,1.564272445,57.84422875,2.033383184,53.53834247,2.188688583,28.39128121,4.299667976,34.71620836,5.092557986,32.63293947,6.864532705,23.4594078,121.3272594,27.38465486,172.1723801,28.83394156,207.0100237,24.32174688,238.2912972,18.35306283,221.7206058,21.55690399,357.1134616
69.64473772,1.531562517,60.59225325,2.001310883,56.08180584,2.131735466,29.28350362,4.177113942,36.36548251,4.97303847,34.1832431,6.703425924,24.32174688,127.5761019,28.17250599,183.3103845,29.74007499,216.9657657,25.0860804,251.062018,19.21010189,236.0465996,22.51125207,381.7865234
72.95337282,1.51531546,63.47082904,1.969744455,58.02348896,2.049382431,30.76974586,4.113327024,38.09310926,4.869049084,35.80719749,6.563253041,24.89277413,132.9310168,29.28350362,190.9921449,30.51690112,227.1079427,26.17641228,263.6403054,19.89058102,249.9979444,23.2906442,398.4706367
76.41919232,1.499240755,66.48615827,1.943755852,60.35834836,2.041011403,32.13195668,4.014740578,39.90281093,4.779725814,37.50830162,6.409217126,25.8744338,140.0505698,30.04840387,199.2672804,31.47592312,238.0302547,27.18765359,281.8986526,20.51566103,262.0211063,24.22785739,421.5720848
80.04966363,1.475593416,69.64473772,1.91811014,63.71679564,2.000883179,33.78889556,3.941024901,41.79848669,4.655349837,39.29022064,6.258796349,27.10365891,148.904182,30.91289054,207.7627076,32.63293947,249.7990188,28.28168206,298.2418069,21.16038476,273.9047832,25.0860804,447.0733513
83.85260892,1.459940088,72.95337282,1.841595653,66.22950108,1.953987809,35.2574833,3.848594503,43.78422093,4.569946904,41.15679388,6.143978004,27.9554166,155.8613683,31.96667742,216.6155745,33.65845995,263.5310613,29.28350362,315.662569,22.08009169,289.3260429,25.8744338,466.7387677
87.83622196,1.436912635,76.41919232,1.798374422,69.37588743,1.923167802,37.04692631,3.793793352,45.86429209,4.486110698,43.11204301,5.98410204,29.3969851,168.1140835,32.97125999,227.0332766,34.82379445,277.2151965,30.20376496,328.9014626,22.86223443,306.4264265,27.10365891,498.8487472
92.00908579,1.417954159,80.04966363,1.765383035,71.00469815,1.863529893,38.68703488,3.698991393,48.04318186,4.403812478,45.16018079,5.874322995,28.83394156,160.3920499,33.91983665,239.2032694,36.22510047,293.2868261,31.15294637,347.4362561,23.58070141,319.0691462,27.9554166,522.1562435
96.38019122,1.39924582,83.85260892,1.71495129,73.86192011,1.834190948,40.36851349,3.655026561,50.32558486,4.323024027,47.30562012,5.751487179,30.67468451,177.5791644,34.98579907,253.6770564,37.3153677,310.628118,32.13195668,364.145523,24.32174688,336.6091313,28.83394156,547.9848634
100.9589562,1.380784316,87.83622196,1.641121885,76.41919232,1.798282747,42.4501844,3.573859558,52.71641871,4.24371765,49.55298353,5.61650296,31.638665,186.8515019,36.36548251,264.8268413,38.68703488,325.9862876,33.1417333,381.6583893,25.18329573,353.2537981,29.74007499,573.5881254
105.755246,1.366136738,92.00908579,1.598417314,79.7406471,1.776909029,44.46687906,3.526706427,55.22083468,4.176782018,51.90711317,5.499058324,32.75940092,196.6047643,37.3153677,275.3986873,39.90281093,343.0077377,34.1832431,401.5867712,26.27785294,373.6310838,30.67468451,601.1737238
110.7793947,1.348112073,95.26832215,1.578317379,81.61280219,1.721806641,46.57938148,3.44393658,57.84422875,4.078755257,54.3730812,5.398177462,34.1832431,207.6739142,38.48803783,287.8890896,41.31628756,362.3315139,35.36674682,423.5465211,27.10365891,392.6262534,31.638665,630.0859976
116.401844,1.35206758,99.40902836,1.517289065,85.15999006,1.663915869,48.79224323,3.389615796,60.59225325,4.024940586,56.95620077,5.285298151,34.44869503,215.9807949,39.90281093,302.5185583,43.11204301,384.7397115,36.81837124,449.5096401,28.28168206,414.731714,32.63293947,658.6628498
121.1795455,1.337059855,104.1316853,1.477806819,89.20571328,1.620618163,51.11023213,3.327432901,63.47082904,3.951102584,59.66203744,5.188338744,35.80719749,224.0034471,40.83965122,319.5770874,44.46687906,405.3590271,38.09310926,471.4917363,29.28350362,436.3798526,34.1832431,703.9765287
125.7636038,1.311896334,109.0787029,1.450696282,93.44363798,1.578447131,53.53834247,3.266390759,66.48615827,3.878619149,62.49642117,5.079847294,36.64788075,235.399382,42.4501844,334.9355084,45.86429209,423.7436366,39.29022064,494.1672086,30.20376496,459.1655285,35.07612707,736.8842758
131.7382961,1.299338906,114.2607402,1.40557117,97.88289515,1.525351329,56.08180584,3.22329434,69.64473772,3.81744217,65.46545888,4.973624468,38.09310926,245.4244805,44.29522311,360.0977959,47.79605899,452.3134182,40.52495237,522.0153279,31.54091918,486.5411266,36.17842698,772.323283
137.0394319,1.295047847,119.6889622,1.372583193,102.5330495,1.489552178,58.74610235,3.172453718,72.95337282,3.747410751,68.57554763,4.895176107,38.98746127,256.5638721,46.22045388,388.673097,49.1711422,476.5594279,41.79848669,547.1206335,32.63293947,512.3413149,37.3153677,809.4666599
143.6608954,1.272617283,125.3750645,1.343881608,107.4041203,1.450791689,61.53697245,3.114254687,76.41919232,3.688303307,71.83338837,4.792814873,40.52495237,269.9515378,47.30562012,404.1932963,51.11023213,502.0831181,43.11204301,575.6886651,34.1832431,547.5885887,38.68703488,852.8296274
150.9521981,1.261079101,131.3312982,1.312341451,112.5066026,1.416742412,64.46042933,3.073165535,80.04966363,3.620640955,75.24600041,4.704890129,41.47639933,284.0564606,49.55298353,433.6994423,52.31020084,529.7012312,44.46687906,608.1308149,35.2574833,573.1733357,40.52495237,907.9303699
158.1235331,1.247701375,137.5704967,1.305233366,117.3965469,1.363744882,67.52277181,3.024692877,83.85260892,3.563533035,78.82073651,4.618578374,42.77983375,295.3894745,51.90711317,459.3102445,53.95409755,555.1761754,46.43547717,640.3533645,36.36548251,600.7389856,41.79848669,955.3381662
165.635559,1.240943402,144.1061029,1.288012253,120.1527892,1.329258475,70.73059799,2.984785394,87.83622196,3.516516151,82.56529876,4.54573011,44.46687906,311.2100186,53.53834247,480.1417517,55.64965525,579.5967109,48.04318186,681.2270105,37.50830162,629.6303515,43.11204301,1007.855363
173.5044611,1.227779279,150.9521981,1.281035943,125.3750645,1.298932367,74.09081941,2.945404447,92.00908579,3.461050578,86.48775514,4.450676014,46.33978805,330.4584459,54.93679164,499.3089351,57.39849742,612.2590932,49.55298353,708.4059564,38.80692663,657.1452676,44.46687906,1056.326194
181.7471937,1.217937836,158.1235331,1.267446512,131.7382961,1.299338906,77.61067596,2.868760394,96.38019122,3.415385838,90.59655692,4.380476054,47.67297464,353.6823904,56.51731233,525.3862263,59.20229858,639.1905352,51.11023213,749.3069914,40.52495237,695.2320202,45.86429209,1104.234698
190.3815165,1.214515162,165.635559,1.263884708,137.0394319,1.295047847,81.29775146,2.860698545,100.9589562,3.361515381,94.90055688,4.288877524,49.1711422,370.6920528,58.74610235,557.1581412,61.06278588,667.3066105,52.92070906,793.5941797,41.31628756,725.8489929,47.79605899,1178.68477
208.9002299,1.207698643,173.5044611,1.257039081,144.1061029,1.274600262,87.83622196,2.793192123,105.755246,3.308494616,99.40902836,4.232290521,50.32558486,390.0606508,60.59225325,591.644468,63.47082904,704.8885859,54.93679164,833.917158,42.77983375,763.7368107,49.55298353,1235.344227
217.1383207,1.213836439,181.7471937,1.243704212,150.9521981,1.274348816,92.00908579,2.756339038,110.7793947,3.256310141,104.1316853,4.143790645,52.51291698,407.9981417,63.47082904,630.282424,65.97383466,750.4556346,56.95620077,878.5899337,44.23815185,796.2799963,50.71639108,1291.414359
232.7941577,1.213477269,190.3815165,1.243458861,158.1235331,1.259181679,96.38019122,2.727099358,116.0422273,3.213346725,109.0787029,4.067772325,54.54158426,426.7689333,65.46545888,670.6098024,68.57554763,784.4659229,58.74610235,928.1016715,45.86429209,835.6499135,52.31020084,1353.522406
,,199.4260328,1.233491736,166.2774415,1.244174603,100.9589562,2.698169857,121.5550829,3.162663006,114.2607402,4.003611857,56.08180584,454.378041,67.52277181,706.0876359,70.18556793,821.1451887,61.53697245,991.9517902,46.94109634,872.436335,54.3730812,1429.751301
,,208.9002299,1.217217175,172.8346801,1.234242326,105.755246,2.669547246,127.3298396,3.112778715,119.6889622,3.930165134,57.84422875,481.8716911,69.8605679,736.2690793,71.83338837,850.5891357,62.98174072,1035.618828,48.79224323,917.9606168,56.66323141,1514.214111
,,217.1383207,1.213836439,182.3104312,1.218559416,110.7793947,2.634325518,133.3789395,3.079757867,125.3750645,3.847982891,59.66203744,507.032734,72.7279876,771.648051,73.51989643,891.5258706,65.12871989,1088.257111,49.93779008,958.3704651,58.44392616,1587.037276
,,0.262330126,97.89954349,190.3815165,1.214515162,116.0422273,2.6132097,139.715416,3.031181228,131.3312982,3.797213006,61.53697245,538.4164567,74.66617593,811.3186655,75.83032755,927.0951199,67.17545049,1140.594707,51.90711317,1007.060302,60.59225325,1680.828629
,,7.670377774,5.377296819,199.4260328,1.195358766,121.5550829,2.585488359,146.3529215,2.991188139,137.5704967,3.717810876,63.47082904,568.0144818,5.115646467,17.26460473,78.21336612,960.3065545,69.64473772,1195.423171,53.53834247,1061.031581,62.49642117,1770.909104
,,7.972062239,5.220840205,208.0938102,1.209299762,127.3298396,2.564764004,153.3057571,2.951722715,144.1061029,3.659170306,65.12871989,599.2527168,,,80.04966363,1010.482412,71.83338837,1266.098515,55.86531268,1112.004969,64.46042933,1851.226723
,,,,217.1383207,1.218610505,133.3789395,2.530924775,160.5889033,2.920410374,150.9521981,3.592042403,67.00246035,631.375326,,,82.99219115,1053.527996,74.09081941,1330.466168,57.84422875,1183.909248,67.52277181,1978.584587
,,,,4.218236158,8.880931692,139.715416,2.510637781,168.2180523,2.874347104,158.1235331,3.535385564,69.64473772,686.8600502,,,85.82130486,1131.977744,77.31107468,1405.373455,60.35834836,1240.785845,69.64473772,2071.029147
,,,,,,146.3529215,2.497039318,176.2096418,2.851307359,165.635559,3.470528506,68.57554763,651.452474,,,88.51831919,1181.770051,80.04966363,1488.436925,62.01484135,1310.730189,71.27986052,2165.029569
,,,,,,153.3057571,2.477023938,184.5808903,2.82106024,173.5044611,3.406861258,71.83338837,724.1444652,,,91.30008969,1238.604969,82.56529876,1555.943332,63.96371542,1373.767192,73.70971359,2275.073375
,,,,,,160.5889033,2.457168995,193.3498344,2.769307563,181.7471937,3.361911486,74.09081941,761.9558375,,,94.90055688,1305.796487,86.48775514,1669.527332,66.48615827,1443.561185,75.83032755,2378.282874
,,,,,,168.2180523,2.437473202,202.5353676,2.739930311,190.3815165,3.291611787,76.41919232,811.2386354,,,0.161966085,0.581103171,89.20571328,1756.702091,68.57554763,1512.986435,78.82073651,2525.40802
,,,,,,176.2096418,2.417935283,212.1572809,2.710864698,199.4260328,3.231226787,79.80235483,881.4735497,,,0.171614893,0.604156715,92.00908579,1841.187241,70.73059799,1585.750557,81.54969453,2649.599789
,,,,,,184.5808903,2.404838928,222.2363055,2.682107417,208.9002299,3.188594318,82.56529876,943.2755307,,,3.219981697,10.39847866,94.90055688,1942.401655,74.09081941,1688.204823,84.28615717,2788.654477
,,,,,,193.3498344,2.404364515,232.7941577,2.653655198,218.8245208,3.138301015,83.85260892,979.0505175,,,3.282693736,10.81278043,97.88289515,2022.542392,76.41919232,1764.771482,87.83622196,2972.779794
,,,,,,202.5353676,2.37264158,243.8535851,2.618643148,229.2202881,3.072677153,85.82130486,1038.325358,,,5.633591342,21.82718475,100.9589562,2139.317352,79.80235483,1869.987731,89.89844538,3103.645518
,,,,,,212.1572809,2.365973934,255.4384163,2.604459692,240.1099306,3.024212197,89.20571328,1092.505834,,,4.922056525,18.31186759,2.759546371,12.90542198,82.56529876,1984.668939,92.00908579,3202.338558
,,,,,,222.2363055,2.365507188,267.5736118,2.563379872,251.5169108,2.976511674,94.90055688,1287.979297,,,,,2.364950143,10.82786253,86.48775514,2104.6195,1.87628337,17.0022619
,,,,,,232.7941577,2.340413514,280.285318,2.54283273,263.4658061,2.929563525,93.92677532,1206.467085,,,,,3.282693736,15.99444833,89.20571328,2202.952735,1.753795929,15.72624206
,,,,,,243.8535851,2.327737043,293.6009234,2.522450287,275.9823614,2.875820342,97.37940846,1360.59144,,,,,3.379059285,16.46903844,92.00908579,2308.899436,1.822774668,16.3514747
,,,,,,,,307.5491175,2.495691736,289.0935448,2.830460385,90.58745588,1147.344012,,,,,4.735792552,24.56562215,94.90055688,2419.941436,2.319770526,21.48493944
,,,,,,,,322.159953,2.488678291,302.8276055,2.778535261,1.547137083,3.624406157,,,,,,,97.88289515,2529.695198,,
,,,,,,,,337.4649102,2.468729931,317.2141346,2.734709769,1.325907078,2.924180624,,,,,,,100.1809949,2651.443122,,
,,,,,,,,353.4969649,2.448941469,332.2841291,2.705699536,,,,,,,,,2.147519781,14.24764527,,
,,,,,,,,364.6059358,2.435837361,348.0700588,2.656063164,,,,,,,,,2.106493917,13.70173345,,
,,,,,,,,,,364.6059358,2.607337378,,,,,,,,,2.554640794,17.31564029,,
,,,,,,,,,,381.9273881,2.579678331,,,,,,,,,3.981071706,29.31990731,,
,,,,,,,,,,400.0717361,2.538989385,,,,,,,,,103.6828213,2767.044376,,
,,,,,,,,,,419.0780736,2.49241133,,,,,,,,,,,,
,,,,,,,,,,5.525968144,20.99085579,,,,,,,,,,,,
,,,,,,,,,,5.855166738,19.78875796,,,,,,,,,,,,
,,,,,,,,,,440.5336197,2.439344861,,,,,,,,,,,,
